"投開票所編號",設置地點,詳細地址,"所轄選舉人里鄰別","所轄原住民 選舉人里鄰別",電話號碼,備註
"612","敦化國中702教室","南京東路3段300號1樓","中正里6~13","87717890轉51",
"613","敦化國中703教室","南京東路3段300號1樓","中正里14~21","87717890轉51",
"614","敦化國中704教室","南京東路3段300號1樓","中正里22~28","87717890轉51",
"615","敦化國中705教室","南京東路3段300號1樓","中正里29~34","中正里全里","87717890轉51",
"616","張先生宅","八德路2段366巷17號","中崙里1~9","中崙里全里","27719791",
"617","周先生宅","八德路2段366巷22號","中崙里10~18","0933092641",
"618","育達商職105教室","寧安街12號","美仁里1~6","美仁里全里","25706767轉402",
"619","育達商職106教室","寧安街12號","美仁里7~11","25706767轉402",
"620","華南社區中庭(1)","延吉街46巷8號旁","吉仁里1~7",""25787714.25792333"",
"621","華南社區中庭(2)","延吉街46巷3號旁","吉仁里8~16","吉仁里全里",""25787714.25792333"",
"622","陳先生車庫","市民大道4段臨119號(八德路3段8巷底)","敦化里1~7、12~13","25778430",
"623","馨兒園幼兒園","八德路3段12巷60號","敦化里8~11、20~24","敦化里全里","25775928",
"624","卡兒堡幼兒園","八德路12巷57弄39號","敦化里16、25~28、30","25784555",
"625","慈賢宮","八德路3段74巷14弄18號","敦化里14~15、17~19、29",""25784076 0910215841"",
"626","聖若瑟天主堂","八德路3段158巷22號1樓","復源里1~2、5、11~14","復源里全里","25775286.","0932318680",
"627","美仁浸信會","八德路3段106巷106號1樓","復源里3~4、6~10","25792065",
"628","門諾會光復教會","光復南路46巷1之2號","復建里1~2、5、7、9",""25782238"",
"629","復建區民活動中心","八德路3段158巷7弄20號","復建里6、11、12、14","復建里全里","25779061",
"630","台北蒙恩堂","光復南路32巷3號","復建里3、4、8、10、13","25700564",
"631","育達商職107教室","寧安街12號","復勢里1~6","25706767轉402",
"632","育達大學臺北推廣教育中心H112多功能會議中心","南京東路4段120巷27號","復勢里7~11","25706949轉1121",
"633","法光寺","光復北路60巷20號","復勢里12~15","復勢里全里","25791940",
"634","博仁社區健康中心","光復北路82號","復勢里16~21","25786677轉2229",
"635","中崙教會教育館","敦化南路1段80巷36號","福成里1~5","福成里全里","27216181",
"636","財團法人臺北市中崙福成宮","市民大道4段71號","福成里6~10","27516796",
"637","忠駝國宅乙區管理委員會","基隆路1段364巷10號1樓","西村里1-8","27223249",
"638","西村區民活動中心","基隆路1段364巷22號1樓","西村里9-18","西村里全里","27586396",
"639","忠駝國宅丙區管理委員會","基隆路1段364巷26號1樓","西村19-28","27237030",
"640","正和區民活動中心〈左邊〉","仁愛路4段452巷3號","正和里1-7,10-12","正和里全里","27239777-812",
"641","正和區民活動中心〈右邊〉","仁愛路4段452巷3號","正和里8,13-14,16-17,19-20,25","27239777-812",
"642","基督教信義堂","光復南路443巷9號","正和里9,15,18,21-24","27299580",
"643","興隆整宅管委會","興隆里基隆路1段350-48號","興隆里1-7","27206149",
"644","臺北市議會後門","興隆里仁愛路4段507號(松高路門口)","興隆里8-15","興隆里全里","27297708",
"645","三興國小資源教室〈一〉","基隆路2段99號","中興里1-7","27364687",
"646","三興國小資源教室〈二〉","基隆路2段99號","中興里8-14","中興里全里","27364687",
"647","松山高中1年15班教室","基隆路1段156號","新仁里1-9","27535968",
"648","松山高中1年16班教室","基隆路1段156號","新仁里10-21","新仁里全里","27535968",
"649","市府捷運大廈前空地","忠孝東路5段45號1樓","興雅里1-8","興雅里全里","27665664",
"650","興雅區民活動中心〈左側〉","松隆路36號3樓","興雅里9-14","27239777-812",
"651","興雅區民活動中心〈右側〉","松隆路36號3樓","興雅里15-21","2723977-812",
"652","興雅區民活動中心閱覽室","松隆路36號3樓","興雅里22-28","27239777-812",
"653","松山高中1年12班教室","基隆路1段156號","敦厚里1-6","27686822",
"654","松山高中1年13班教室","基隆路1段156號","敦厚里7-14","27686822",
"655","松山高中1年14班教室","基隆路1段156號","敦厚里15-22","敦厚里全里","27686822",
"656","松山工農勤業樓2樓201教室","忠孝東路5段236巷15號","廣居里1-5","27226616-612",
"657","松山工農勤業樓2樓202教室","忠孝東路5段236巷15號","廣居里6-12","廣居里全里","27226616-612",
"658","松山工農勤業樓2樓204教室","忠孝東路5段236巷15號","廣居里13-18","27226616-612",
"659","松山工農勤業樓2樓205教室","忠孝東路5段236巷15號","廣居里19-23","27226616-612",
"660","松山工農勤業樓2樓207教室","忠孝東路5段236巷15號","廣居里24-29","27226616-612",
"661","興雅國中7年2班教室","松德路168巷15號","安康里1-5","安康里全里","27232771-50",
"662","興雅國中7年3班教室","松德路168巷15號","安康里6-10","27232771-50",
"663","興雅國中7年4班教室","松德路168巷15號","安康里11-15","27232771-50",
"664","興雅國中數學教室","松德路168巷15號","安康里16-20","27232771-50",
"665","興雅國中8年4班教室","松德路168巷15號","安康里21-26","27232771-50",
"666","興雅國中8年3班教室","松德路168巷15號","安康里27-28","27232771-50",
"667","興雅國中8年2班教室","松德路168巷15號","安康里29-33","27232771-50",
"668","境靈廟對面空地","永吉路180巷30弄1號","六藝里1-8","六藝里全里","0911992333",
"669","里民活動場所","永吉路180巷30號","六藝里9-14","27614726",
"670","興雅國小103教室","基隆路1段83巷9號","雅祥里1-6","雅祥里全里","27616071",
"671","興雅國小104教室","基隆路1段83巷9號","雅祥里7-12","27616071",
"672","興雅國小生活教室1","基隆路1段83巷9號","雅祥里13-20","27616071",
"673","永吉國中8年12班教室","松隆路161號","五常里1-8","五常里全里","27649066-125",
"674","永吉國中多功能教室","松隆路161號","五常里9-15","27649066-125",
"675","璞真建設股份有限公司〈空屋〉","永吉路200巷11弄9號","五全里1-7","五全里全里","0963352539",
"676","五全里里民活動場所","永吉路278巷1弄13號","五全里8-14","27620007",
"677","基督教宣道會松山堂福群幼稚園","永吉路278巷37弄18號","五全里15-22","27652064-10",
"678","松山進安宮活動中心","永吉路517巷8弄12-1號","永吉里1-4","永吉里全里","27614286",
"679","松山進安宮圖書室","永吉路517巷8弄12-2號","永吉里5-10","27614286",
"680","松山進安宮會議室","永吉路517巷8弄12-3號","永吉里11-17","27614286",
"681","永春區民活動中心","松山路294號4樓","長春里1-5,10","長春里全里","0963352553",
"682","松山福音堂","虎林街108巷42號","長春里7,11~15,18~19","27676469",
"683","里民活動場所","虎林街88巷64號","長春里6,8~9,16~17,20~21","27609087",
"684","永吉國中8年1班教室","松隆路161號","四育里1-5","27649066",
"685","永吉國中8年2班教室","松隆路161號","四育里6-10,18","四育里全里","27649066",
"686","永吉國中8年3班教室","松隆路161號","四育里11-14","27649066",
"687","永吉國中教師會","松隆路161號","四育里15-17,19-20","27649066",
"688","永春國小109教室","松山路225巷48號","四維里1,16-20","四維里全里","27641314",
"689","永春國小110教室","松山路225巷48號","四維里2-4,11","27641314",
"690","永春國小111教室","松山路225巷48號","四維里5-10","27641314",
"691","永春國小112教室","松山路225巷48號","四維里12-15","27641314",
"692","永吉國小115教室","松山路287巷5號","永春里1-5","永春里全里","87858111",
"693","永吉國小116教室","松山路287巷5號","永春里6-10","87858111",
"694","永吉國小117教室","松山路287巷5號","永春里11-16","87858111",
"695","永吉國小118教室","松山路287巷5號","永春里17-22","87858111",
"696","聯勤富台新城自治會","忠孝東路5段295巷3號","富台里2,4-5,7,13","27603843",
"697","救總台北兒童福利中心A棟穿堂","虎林街120巷270號","富台里6,8,14-16","富台里全里","27679264",
"698","救總台北兒童福利中心B棟101教室前空地","虎林街120巷270號","富台里1,3,9-12,17","27679264",
"699","興雅國中9年4班教室","松德路168巷15號","國業里2-5","27232771",
"700","興雅國中9年3班教室","松德路168巷15號","國業里7-12","27232771",
"701","興雅國中9年2班教室","松德路168巷15號","國業里13-18","27232771",
"702","興雅國中3101健體教室","松德路168巷15號","國業里19-24","27232771",
"703","興雅國中縫紉教室","松德路168巷15號","國業里1,6,25-28","國業里全里","27232771",
"704","松山家商視聽教室","松山路655號","松隆里2-7","27261118",
"705","松山家商交通隊器材室","松山路655號","松隆里1,8-12","松隆里全里","27261118",
"706","松山家商廣設大樓212教室","松山路655號","松友里1-5","松友里全里","27261118",
"707","松山家商廣設大樓111教室","松山路655號","松友里6-10","27261118",
"708","松山家商廣設大樓112教室","松山路655號","松友里11-16","27261118",
"709","松山家商廣設大樓113教室","松山路655號","松友里17-21","27261118",
"710","松山家商廣設大樓213教室","松山路655號2樓","松光里2-9","27261118",
"711","松山家商廣設大樓312教室","松山路655號2樓","松光里10-16","松光里全里","27261118",
"712","松山家商廣設大樓313教室","松山路655號2樓","松光里1,17-23","27261118",
"713","瑠公國中812教室","福德街221巷15號","中坡里1-4","中坡里全里","27261481-400",
"714","瑠公國中811教室","福德街221巷15號","中坡里5-8","27261481-400",
"715","瑠公國中810教室","福德街221巷15號","中坡里9-12","27261481-400",
"716","瑠公國中809教室","福德街221巷15號","中坡里13-16","27261481-400",
"717","福德國小五福樓505知動教室1","福德街253號","中行里1-6","27277992",
"718","福德國小五福樓505知動教室2","福德街253號","中行里7-13","27277992",
"719","福德國小四維樓穿堂〈前〉","福德街253號","中行里14-20","中行里全里","27277992",
"720","福德國小四維樓穿堂〈後〉","福德街253號","中行里21-26","27277992",
"721","福德國小四維樓1樓教師會","福德街253號","中行里27-32","27277992",
"722","協和工商協和大樓第105教室","忠孝東路5段790巷27號","大道里6-10","27265775",
"723","協和工商協和大樓第106教室","忠孝東路5段790巷27號","大道里16-20,22","27265775",
"724","協和工商協和大樓第107教室","忠孝東路5段790巷27號","大道里1,11-14","大道里全里","27265775",
"725","協和工商協和大樓第108教室","忠孝東路5段790巷27號","大道里2-5,15,21","27265775",
"726","松山家商314教室","松山路655號2樓","大仁里15-20,28","27261118",
"727","松山家商315教室","松山路655號2樓","大仁里7-14","27261118",
"728","大仁里里民活動場所","林口街80巷8號","大仁里1-6,21-27","大仁里全里","87261376",
"729","信義國小115教室","松勤街60號","景新里1-7","27204005",
"730","信義國小117教室","松勤街60號","景新里8-13","27204005",
"731","信義國小119教室","松勤街60號","景新里14-20","景新里全里","27204005",
"732","吳興國小吳興1班教室","松仁路226號","惠安里1-6","惠安里全里","27200226",
"733","吳興國小吳興2班教室","松仁路226號","惠安里7-12","27200226",
"734","吳興國小吳興3班教室","松仁路226號","惠安里13-16,26-28","27200226",
"735","吳興國小課輔辦公室","松仁路226號","惠安里17-25","27200226",
"736","信義國中活動中心會議室〈一〉","松仁路158巷1號","三張里2-3,8-13","27236771",
"737","信義國中生活科技教室〈一〉","松仁路158巷1號","三張里16-21","27236771",
"738","信義國中8年1班教室","松仁路158巷1號","三張里25-30","27236771",
"739","信義國中9年15班教室","松仁路158巷1號","三張里6,22-24,34","三張里全里","27236771",
"740","信義國中7年14班教室","松仁路158巷1號","三張里31-33,35-36","27236771",
"741","吳興國小2年1班教室","松仁路226號","三張里1,4-5,7,14-15","27200226",
"742","吳興國小多功能教室1","松仁路226號","三犁里1-9","27200226",
"743","吳興國小多功能教室2","松仁路226號","三犁里10-15","三犁里全里","27200226",
"744","吳興國小6年9班教室","松仁路226號","三犁里16-23","27200226",
"745","吳興國小1年1班教室","松仁路226號","六合里1-7,35","27200226",
"746","吳興國小1年2班教室","松仁路226號","六合里8-14","27200226",
"747","吳興國小1年3班教室","松仁路226號","六合里15-24","六合里全里","27200226",
"748","松山工農園藝科實習農場101綜合教室","吳興街600巷107號之1","六合里25-34","27224771",
"749","吳興國小2年2班教室","松仁路226號","泰和里1-6","27200226",
"750","吳興國小2年3班教室","松仁路226號","泰和里7-14","27200226",
"751","吳興國小2年4班教室","松仁路226號","泰和里15-20","27200226",
"752","吳興國小特教班知動室","松仁路226號","泰和里21-24","27200226",
"753","吳興國小5年8班教室","松仁路226號","泰和里25-29","泰和里全里","27200226",
"754","三興國小資源三教室","基隆路2段99號","景聯里1-8","景聯里全里","27364687",
"755","三興國小1年1班教室","基隆路2段99號","景聯里9-16","27364687",
"756","三興國小1年2班教室","基隆路2段99號","景聯里17-26","27364687",
"757","三興國小1年3班教室","基隆路2段99號","景勤里1-5","27386488",
"758","三興國小1年4班教室","基隆路2段99號","景勤里6-11","27385488",
"759","三興國小樂活教室","基隆路2段99號","景勤里12-16","景勤里全里","27364687",
"760","雙和里里民活動場所","吳興街284巷24弄16號1樓","雙和里14-21","雙和里全里","23770917",
"761","雙和社區發展協會","吳興街284巷24弄12號1樓","雙和里4-6,11-13","23781447",
"762","廣安宮","吳興街284巷30弄47號1樓","雙和里7-10,24","27371489",
"763","台北醫學大學8101教室","吳興街250號","雙和里1-3,22-23","27361161-2310",
"764","三興國小廚房旁穿堂","基隆路2段99號","嘉興里1-9","嘉興里全里","27364687",
"765","三興國小環境教育教室","基隆路2段99號","嘉興里10-17","27364687",
"766","喬治高職浩然樓〈一〉教室","基隆路2段155號","黎順里1-7","黎順里全里","27386515",
"767","喬治高職浩然樓〈二〉","基隆路2段155號","黎順里8-14","27386515",
"768","喬治高職浩然樓2樓電梯大廳","基隆路2段155號","黎順里15-20","27386515",
"769","安順宮","嘉興街317號旁","黎平里1-6","27352607",
"770","安順宮旁空地","嘉興街315號旁","黎平里7-12","黎平里全里","27336243",
"771","福德爺宮","崇德街132號旁","黎平里13-18","27322504",
"772","福德爺宮旁空地","崇德街132號旁","黎平里19-24","27322504",
"773","黎忠區民活動中心研習教室","和平東路3段391巷16號2樓","黎忠里1-7","27331469",
"774","黎忠區民活動中心會議室〈前〉","和平東路3段391巷16號2樓","黎忠里8-14","黎忠里全里","27331469",
"775","黎忠區民活動中心會議室〈後〉","和平東路3段391巷16號2樓","黎忠里15-19","27331469",
"776","大我新莊聯勤202廠退員宿舍大智樓1樓文康室","和平東路3段555巷8號1樓","黎安里1-2,7-11","黎安里全里","27382410",
"777","國防部大我新舍自治會大義樓中山室","和平東路3段599號","黎安里3-6","27335790",
"778","正守里固定里民活動場所","市民大道2段67巷26號１樓","正守里1-7","正守里全里","0972-295601",
"779","林森區民活動中心","林森北路67巷7號1樓","正守里8-13","0988-179764",
"780","正義里固定里民活動場所","林森北路133巷78號","正義里8,9,11,13,17","0972-295602",
"781","環保局中正區清潔隊(忠孝分隊)","長安東路1段89號","正義里1-6","25817314",
"782","黃秀莊先生宅","林森北路145巷45號","正義里7,10,12,14-16","正義里全里","25116670",
"783","中山基督長老教會","林森北路62號","正得里1-7,10","25518480#117",
"784","臺北會幕堂","中山北路1段105巷19號","正得里8-9,11-16","正得里全里","25712150",
"785","民安區民活動中心","長安西路3號3樓","民安里1-8","25031369#529",
"786","中山區市民運動中心(1樓)","中山北路2段44巷2號1樓","民安里9-14","民安里全里","0972-295604",
"787","捷運工程局行政大樓(1樓)","中山北路2段48巷7號1樓","民安里15-21","25215550",
"788","公理堂","中山北路2段45巷39號","康樂里1-6","25118023",
"789","康樂區民活動中心(教室A)","南京東路1段35號(林森公園內)","康樂里7-16","康樂里全里","0972-295605",
"790","中山區民活動中心(A室)","中山北路2段59巷21號2樓","中山里1-5","0972-295606",
"791","中山區民活動中心(B室)","中山北路2段59巷21號2樓","中山里6-12","0972-295606",
"792","中山區民活動中心(D室)","中山北路2段59巷21號2樓","中山里13-18","0972-295606",
"793","新福宮","新生北路2段62巷35號","中山里19-26","中山里全里","25631982",
"794","原菸酒公賣局中山配銷處(一)","民生東路1段21號","聚盛里1-6","聚盛里全里","0972-295607",
"795","原菸酒公賣局中山配銷處(二)","民生東路1段21號","聚盛里7-13","0972-295607",
"796","原菸酒公賣局中山配銷處(三)","民生東路1段21號","聚盛里14-17","0972-295607",
"797","文昌宮守望相助隊協勤中心","民生西路45巷7弄20號","集英里1-7","25210366",
"798","九府仙師廟","民權西路70巷33號","集英里8-13","25317349",
"799","圓明宮","中山北路2段128巷3之2號","集英里14-20","25610023",
"800","崇德宮","撫順街41巷臨2之10號","集英里21-24","集英里全里","25966402",
"801","新興國中會議室(一)","林森北路511號","聚葉里1-8","25714211",
"802","新興國中會議室(二)","林森北路511號","聚葉里9-19","聚葉里全里","25714211",
"803","中山國小(4年5班)","民權東路1段69號","恆安里1-6","25914085",
"804","中山國小(4年4班)","民權東路1段69號","恆安里7-10","25914085",
"805","中山國小(4年3班)","民權東路1段69號","恆安里11-15","恆安里全里","25914085",
"806","中山國小(4年2班)","民權東路1段69號","晴光里1-5","晴光里全里","25914085",
"807","中山國小(4年1班)","民權東路1段69號","晴光里6-10","25914085",
"808","中山國小(6年1班)","民權東路1段69號","晴光里11-15","25914085",
"809","中山國小(2年1班)","民權東路1段69號","圓山里1-4","25914085",
"810","中山國小(2年2班)","民權東路1段69號","圓山里5-9","圓山里全里","25914085",
"811","中山國小(2年3班)","民權東路1段69號","圓山里10-15","25914085",
"812","私立稻江護家(312教室)","新生北路3段55號","新庄里1-6","新庄里全里","25955161",
"813","私立稻江護家(211教室)","新生北路3段55號","新庄里7-14","25955161",
"814","私立稻江護家(212教室)","新生北路3段55號","新庄里15-21","25955161",
"815","崇實區民活動中心1樓閱覽室","通北街143號1樓","劍潭里1-11","25335530",
"816","圓山新城社區管理委員會(B1)","通北街65巷2弄2號B1","劍潭里12-22","劍潭里全里","25335530",
"817","大直國小(1年1班C103)","大直街2號","大直里1-8","大直里全里","25333953",
"818","大直國小(1年2班C104)","大直街2號","大直里9-14","25333953",
"819","大直國小(1年3班C105)","大直街2號","大直里15-21","25333953",
"820","大直國小(1年4班C106)","大直街2號","大直里22-29","25333953",
"821","大直國小(多功能教室C107)","大直街2號","大直里30-35","25333953",
"822","永安國小(地下1樓餐廳右側)","明水路397巷19弄1號","成功里1-7","25335672",
"823","永安國小(地下1樓餐廳左側)","明水路397巷19弄1號","成功里8-12","25335672",
"824","永安國小(地下1樓體育空間)","明水路397巷19弄1號","成功里13-15","成功里全里","25335672",
"825","永安國小(地下1樓幼稚園餐廳右側)","明水路397巷19弄1號","成功里16-21","25335672",
"826","永安國小(1樓多用途空間134室)","明水路397巷19弄1號","永安里1-7","25335672",
"827","永安國小(地下1樓知動室B135)","明水路397巷19弄1號","永安里8-13","25335672",
"828","永安國小(地下1樓教具室B136)","明水路397巷19弄1號","永安里14-19","25335672",
"829","永安國小(地下1樓科任教室B138)","明水路397巷19弄1號","永安里20-26","25335672",
"830","永安國小(地下1樓幼稚園餐廳左側)","明水路397巷19弄1號","永安里27-34","永安里全里","25335672",
"831","濱江國中(生活輔導室H1112)","樂群二路262號","金泰里1-4","85020126",
"832","濱江國中(多功能教室H1201)","樂群二路262號","金泰里5-8","85020126",
"833","濱江國中(多功能教室H1203)","樂群二路262號","金泰里9-12","金泰里全里","85020126",
"834","濱江國中(多功能教室H1206)","樂群二路262號","金泰里13-14","85020126",
"835","北安區民活動中心","北安路７５９巷６號１樓","北安里1-5","85098032",
"836","劍潭古寺","北安路８０５巷６號","北安里6-12","北安里全里","25323834",
"837","私立稻江護家(313教室)","新生北路３段５５號","新喜里1-7","25955161",
"838","私立稻江護家(314教室)","新生北路３段５５號","新喜里8-13","25955161",
"839","私立稻江護家(315教室)","新生北路３段５５號","新喜里14-20","新喜里全里","25955161",
"840","花國鮮花禮品行","松江路402巷8弄6號","新福里1-7","25856666",
"841","聖道明教會","吉林路378號","新福里8-14","25942294",
"842","亞都麗緻飯店(會議室)","新生北路3段3巷55號","新福里15-20","新福里全里","25971234",
"843","雙境廟","松江路235巷22號","松江里1-3,11-12","25024366",
"844","康寧大廈(南側川廊)","松江路287號","松江里4-9","0933-869000",
"845","康寧大廈(北側川廊)","松江路293號","松江里10,13-16,19","0933-869000",
"846","胡世芳車庫","建國北路2段258巷15號","松江里17-18,20-23","松江里全里","25023702",
"847","正光幼稚園","松江路362巷15號","新生里1-8","25373839",
"848","沈剛宅","民權東路2段92巷2弄16號","新生里9-15","新生里全里","0972-295622",
"849","新生里固定里民活動場所","新生北路2段133巷45號1樓","新生里16-22","25114752",
"850","新生幼稚園","新生北路2段125號","中庄里1-8","25414534",
"851","福德宮","吉林路236巷33號","中庄里9-15","0972-295622",
"852","松江市場旁車庫","錦州街222號","中庄里16-21","中庄里全里","25114752",
"853","正強汽車公司","濱江街182號","大佳里1-8","大佳里全里","25038212",
"854","永裕鋼鐵大樓1樓","農安街200號","行政里1-4,17,19","25174855",
"855","行政里固定里民活動場所","民權東路2段135巷20弄7號","行政里5-10","25174855",
"856","行天宮附設玄空圖書館松江分館(停車場)","松江路359號","行政里11-16,18","行政里全里","25174855",
"857","五常國小(119教室)","五常街16號","行仁里1-6","25023416",
"858","五常國小(1年1班)","五常街16號","行仁里7-12","行仁里全里","25023416",
"859","五常國小(1年2班)","五常街16號","行仁里13-18","25023416",
"860","五常國小(1年3班)","五常街16號","行仁里19-24","25023416",
"861","五常國小(1年4班)","五常街16號","行仁里25-31","25023416",
"862","五常國小(1年5班)","五常街16號","行孝里1-6","25023416",
"863","五常國小(1年6班)","五常街16號","行孝里7-11","行孝里全里","25023416",
"864","五常國小(1年7班)","五常街16號","行孝里12-16","25023416",
"865","五常國中(9年2班)","復興北路430巷1號","下埤里1-5","25014320",
"866","五常國中(交通安全資料室)","復興北路430巷1號","下埤里6-10","25014320",
"867","五常國中(童軍教室一)","復興北路430巷1號","下埤里11-15","25014320",
"868","五常國中(資源教室一)","復興北路430巷1號","下埤里16-21","下埤里全里","25014320",
"869","松花區民活動中心(大門右側)","合江街137號4樓","江寧里1-7","江寧里全里","0972-295628",
"870","松花區民活動中心(大門左側)","合江街137號4樓","江寧里8-14","972295628",
"871","五常國中(電腦教室二)","復興北路430巷1號","江寧里15-19","25014320",
"872","五常國中(展覽室)","復興北路430巷1號","江寧里20-24","25014320",
"873","臺北大學(教學大樓201教室)","民生東路3段67號","江山里1-6","25024654#18256",
"874","臺北大學(教學大樓202教室)","民生東路3段67號","江山里7-9,11-13","25024654#18256",
"875","臺北大學(教學大樓210教室)","民生東路3段67號","江山里14-19","25024654#18256",
"876","臺北大學(教學大樓211教室)","民生東路3段67號","江山里20-26,10","江山里全里","25024654#18256",
"877","吉林國小(1年1班)","長春路116號","中吉里1-7,24","中吉里全里","25219196",
"878","吉林國小(1年2班)","長春路116號","中吉里8-15","25219196",
"879","吉林國小(1年3班)","長春路116號","中吉里16-23","25219196",
"880","吉林國小(1年4班)","長春路116號","中原里1-7","中原里全里","25219196",
"881","吉林國小(1年5班)","長春路116號","中原里8-12","25219196",
"882","吉林國小(1年6班)","長春路116號","中原里13-18","25219196",
"883","興亞區民活動中心","松江路26巷18號","興亞里1-7,10","0972-295632",
"884","長安國中(特教班教室)","松江路70巷11號","興亞里8-9,11-17","25112382",
"885","長安國小(社團教室)","吉林路15號","興亞里18-24","興亞里全里","25617600",
"886","長春國小(1年2班)","長春路165號","中央里1-9","中央里全里","25024366",
"887","長春國小(1年3班)","長春路165號","中央里10-17","25024366",
"888","長春國小(1年4班)","長春路165號","朱馥里1-10,12","朱馥里全里","25024366",
"889","長春國小(1年5班)","長春路165號","朱馥里11,13-19","25024366",
"890","長春國小(閱讀教室)","長春路165號","朱馥里20-27","25024366",
"891","興安社區南區警衛室","復興北路190巷25號","龍洲里1-3,5,7-9","25046287",
"892","龍洲里固定里民活動場所","興安街61號","龍洲里4,6,10-12,24-28","龍洲里全里","25172138",
"893","興安華城北區管理委員會","民生東路3段88巷2號","龍洲里13-23","25061266",
"894","禾琚建設1樓","建國北路1段150號","朱園里1-4,8-10","朱園里全里","25172777",
"895","五福財神爺廟旁(活動中心)","建國北路1段50巷31號對面(伊通街口)","朱園里5-7,11-15","27711931",
"896","台北啤酒工場(辦公大樓1樓)","八德路2段85號","朱園里16-17,19-23","27711931",
"897","懷生國小(視聽教室)","安東街16巷2號","埤頭里1-7","埤頭里全里","27710846#510",
"898","懷生國小(快活教室)","安東街16巷2號","埤頭里8-17","27710846#510",
"899","朱崙區民活動中心(前段)","龍江路15號3樓","朱崙里1-8,12","朱崙里全里","27815504",
"900","朱崙區民活動中心(後段)","龍江路15號3樓","朱崙里9-11,13-16","27815504",
"901","中興中學(107教室)","朱崙街42號","力行里1-4,7-10,15","力行里全里","27412335",
"902","中正國小(A102教室)","龍江路62號","力行里5,11-14,16-20","25070932#105",
"903","中正國小(D106教室)","龍江路62號","力行里6,21-30","25070932#105",
"904","生命堂","龍江路135號","復華里1-9","復華里全里","27136928",
"905","如意新村","南京東路3段89巷5弄1號","復華里10-16","0936-731386",
"906","育航幼兒園","長春路256號","復華里17-24","25178372",
"907","忠孝國中書香閣(圖書館)","西寧北路32號","玉泉里1-6","玉泉里全里","25524890",
"908","忠孝國中父母成長教室","西寧北路32號","玉泉里7-15","25524890",
"909","北門教會","長安西路78巷3弄5號","建明里1-6,8,11,19-26","建明里全里","25554483","0933903328",
"910","普濟寺","華陰街100號","建明里7,9-10,12-18","25587046","0952416598",
"911","日新國小一年一班教室","太原路151號","建功里2,4,8-9,11,14","建功里全里","25584819",
"912","日新國小一年二班教室","太原路151號","建功里16-22","25584819",
"913","臺北圓環保庇館","南京西路284-1號","建功里1,3,5-7,10,12-13,15","25588793",
"914","建成國中家長會","長安西路37號之1","建泰里1-11","建泰里全里","25562352",
"915","建成國中版畫教室","長安西路37號之1","建泰里12-19","25562352",
"916","李春生紀念基督長老教會","貴德街44號1樓","永樂里20-25,13,19","25580753",
"917","永樂市場2樓(展覽室)","迪化街1段21號2樓","永樂里1-5,8-9,11,16","永樂里全里","0939879287",
"918","永樂市場1樓電梯旁(民樂街63號對面)","迪化街1段21號1樓","永樂里6-7,10,12,14-15,17-18","25507306",
"919","福興宮","南京西路167巷33號","朝陽里4,7,8,9,11,15","25594808",
"920","皇家季節酒店(後方停車場)","南京西路326號","朝陽里1,2,3,5,6","朝陽里全里","25586488",
"921","有記茶行","重慶北路2段64巷26號","朝陽里10,12,13,14,16,17","25559164",
"922","日新國小一年三班教室","太原路151號","星明里1-2,4-7","25584819",
"923","日新國小六年一班教室","太原路151號","星明里3,8,12,15,17","25584819",
"924","日新國小專科教室(三)","太原路151號","星明里9,16,18-21","25584819",
