"投開票所編號",設置地點,詳細地址,"所轄選舉人里鄰別","所轄原住民 選舉人里鄰別",電話號碼,備註
"1230","古亭國小2年1班教室","羅斯福路3段201號","古風里1~6","2363-9795",
"1231","古亭國小2年2班教室","羅斯福路3段201號","古風里7~11","2363-9795",
"1232","古亭國小2年3班教室","羅斯福路3段201號","古風里12~14","古風里全里","2363-9795",
"1233","國立臺灣師範大學誠106班教室","和平東路1段162號","古莊里1~4、11","7734-3164",
"1234","國立臺灣師範大學誠107班教室","和平東路1段162號","古莊里5~6、13","7734-3164",
"1235","國立臺灣師範大學誠108班教室","和平東路1段162號","古莊里7~8、10、12、18","古莊里全里","7734-3164",
"1236","國立臺灣師範大學誠109班教室","和平東路1段162號","古莊里9、14~17","7734-3164",
"1237","新生國小1年1班教室","新生南路2段36號","龍安里1~2","龍安里全里","2391-3122",
"1238","新生國小1年3班教室","新生南路2段36號","龍安里3~7","2391-3122",
"1239","新生國小2年1班教室","新生南路2段36號","龍安里8~12","2391-3122",
"1240","新生國小2年3班教室","新生南路2段36號","龍安里13~17","2391-3122",
"1241","基督教頌主堂","潮州街124號","錦安里1~3、5","錦安里全里","2321-5083",
"1242","基督教錫安堂","金山南路2段215巷18號","錦安里6~9","2396-8308",
"1243","國立臺灣師範大學教育學院大樓104教室","和平東路1段129號","錦安里11~12、15~17","7734-5654",
"1244","國立臺灣師範大學教育學院大樓105教室","和平東路1段129號","錦安里4、10、13~14","7734-5654",
"1245","金華國中8年24班教室","新生南路2段32號","福住里1~4","3393-1799轉512",
"1246","金華國中8年25班教室","新生南路2段32號","福住里5~8","3393-1799轉512",
"1247","金華國中數理資優教室","新生南路2段32號","福住里9~12","福住里全里","3393-1799轉512",
"1248","金華國中生活教室","新生南路2段32號","福住里13~17","3393-1799轉512",
"1249","金華國小2年1班教室","愛國東路79巷11號","永康里1~5","永康里全里","2391-7402",
"1250","金華國小2年3班教室","愛國東路79巷11號","永康里6~10","2391-7402",
"1251","金甌女子高級中學206教室","杭州南路2段1號","光明里1~6","2321-4765",
"1252","金甌女子高級中學207教室","杭州南路2段1號","光明里7~11","光明里全里","2321-4765",
"1253","中正國中7年2班教室","愛國東路158號","錦泰里1~4、6~9","2391-6697",
"1254","中正國中7年4班教室","愛國東路158號","錦泰里5、10~15","錦泰里全里","2391-6697",
"1255","基督教台北市中心神召會","杭州南路2段95號","錦華里5~10、16","錦華里全里","2321-0665",
"1256","台電核火工程處禮堂前段","和平東路1段41巷1號","錦華里1~4、17~19","2391-0241轉9702",
"1257","台電核火工程處禮堂後段","和平東路1段41巷1號","錦華里11~15","2391-0241轉9702",
"1258","大安高工至善樓107教室","復興南路2段52號","龍圖里1~5","龍圖里全里","2709-1630",
"1259","大安高工至善樓106教室","復興南路2段52號","龍圖里6~10","2709-1630",
"1260","大安高工至善樓105教室","復興南路2段52號","龍圖里11~14","2709-1630",
"1261","大安高工至善樓104教室","復興南路2段52號","龍圖里15~20","2709-1630",
"1262","臺北市立圖書館總館1樓","建國南路2段125號","新龍里13~19","2755-2823",
"1263","臺北市立圖書館總館B1甲","建國南路2段125號","新龍里1、3、10~12","新龍里全里","2755-2823",
"1264","臺北市立圖書館總館B1乙","建國南路2段125號","新龍里4、20~26","2755-2823",
"1265","大安社區管理委員會","信義路3段134巷84號","新龍里2、5~9","27025783",
"1266","開平餐飲學校AC102教室","復興南路2段148巷24號","龍陣里1~8","2707-0904轉371",
"1267","開平餐飲學校AC104教室","復興南路2段148巷24號","龍陣里9~15","龍陣里全里","2707-0904轉371",
"1268","建安國小2年1班教室","大安路2段99號","龍雲里1~6","龍雲里全里","2707-7119",
"1269","建安國小2年3班教室","大安路2段99號","龍雲里7~13","2707-7119",
"1270","建安國小2年5班教室","大安路2段99號","龍雲里14~19","2707-7119",
"1271","龍生里民活動場所","和平東路2段175巷24號","龍生里1~5","龍生里全里","2706-4529",
"1272","國立臺北教大實小2年甲班教室","和平東路2段94號","龍生里6~10、12","2735-6186轉201",
"1273","國立臺北教大實小2年乙班教室","和平東路2段94號","龍生里11、13~15、18","2735-6186轉202",
"1274","國立臺北教大實小2年丙班教室","和平東路2段94號","龍生里16、17、19~20","2735-6186轉203",
"1275","大安國中915教室","大安路2段63號","住安里1~7","2755-7131",
"1276","大安國中916教室","大安路2段63號","住安里8~14","住安里全里","2755-7131",
"1277","大安國中918教室","大安路2段63號","住安里15~20","2755-7131",
"1278","東方工商科技大樓1樓","信義路4段186巷7號","義安里1~6、9","2755-4616轉137",
"1279","東方工商學生活動中心","信義路4段186巷8號","義安里7~8、10~11、16","2755-4616轉137",
"1280","東方工商自衡樓A130教室","信義路4段186巷8號","義安里12~15、18","2755-4616轉137",
"1281","東方工商自衡樓A150教室","信義路4段186巷8號","義安里17、19~20","義安里全里","2755-4616轉137",
"1282","三聖宮","文昌街250巷5號","通化里1~3、6~8","2702-0259",
"1283","福德宮","通化街39巷11號","通化里5、10、14、16、20~21","2705-4517",
"1284","臺北市電影委員會","光復南路630號","通化里4、9、11~12、15、23","2709-3880",
"1285","理教總公所清心堂","文昌街280巷53號","通化里13、17~19、22","通化里全里","2708-1220",
"1286","通安區民活動中心1","通安街98號1樓","通安里1~3、5、7",
"1287","通安區民活動中心2","通安街98號1樓","通安里8~13",
"1288","頌主堂","通化街162巷2號","通安里14~18","通安里全里","2737-5035",
"1289","立人國小穿堂","安和路2段99號","通安里4、6、19~20","2738-1188",
"1290","中華基督教浸信會潮恩堂","通化街123巷32號","臨江里1~5","臨江里全里","2738-2641",
"1291","惠真幼兒園1","通化街143巷31號","臨江里6~10","2738-3431",
"1292","惠真幼兒園2","通化街143巷31號","臨江里11~15","2738-3431",
"1293","喬治工商敬謙堂","基隆路2段172號","法治里1~3","法治里全里","2738-6515轉222",
"1294","喬治工商自強樓103教室","基隆路2段172號","法治里4~8","2738-6515轉222",
"1295","喬治工商烹飪教室(臺灣小吃)","基隆路2段172號","法治里9~12","2738-6515轉222",
"1296","華菂幼兒園1號教室","安和路2段217巷30號","全安里1~3、5~6","2735-0267",
"1297","華菂幼兒園2號教室","安和路2段217巷30號","全安里7~10、11、17","全安里全里","2735-0267",
"1298","全安里民活動場所","安和路2段181巷15號１樓","全安里4、12~16","2736-8446",
"1299","中國基督教信義會靈光堂","和平東路2段277號","群賢里2~6","群賢里全里","2707-7562",
"1300","群賢里民活動場所","和平東路2段311巷43弄36號","群賢里1、7~10","2700-3623",
"1301","基督教救世軍台北中央堂","四維路208巷1號","群賢里11~15","2705-8150",
"1302","基督教長老教會大安教會","和平東路3段1巷51號","群賢里16~20","2706-4477",
"1303","成功國宅中庭穿堂1","四維路198巷30弄1號前(頂好超商對面)","群英里1~5、27~28、34","群英里全里","2754-7207",
"1304","成功國宅中庭穿堂2","四維路198巷38弄2號前(頂好超商對面)","群英里6~13","2754-7207",
"1305","大安幼兒園","四維路198巷31弄11號","群英里20~26、32~33、35","2755-1211",
"1306","成功區民活動中心","四維路198巷30弄9號","群英里14~19、29~31","2754-7207",
"1307","臺北市大安區福安宮","臥龍街61號","虎嘯里1~4、6","2735-5670",
"1308","國防部和平新莊閱覽室A","和平東路3段62巷7號","虎嘯里5、7~9","8732-7353",
"1309","國防部和平新莊閱覽室B","和平東路3段62巷7號","虎嘯里10~12","虎嘯里全里","8732-7353",
"1310","大安區健康服務中心","辛亥路3段15號","臥龍里1~8","臥龍里全里","2733-5831",
"1311","國立臺北教大實小3年甲班教室","和平東路2段94號","龍淵里1~7","2735-6186轉301",
"1312","國立臺北教大實小3年乙班教室","和平東路2段94號","龍淵里8~13","2735-6186轉302",
"1313","國立臺北教大實小3年丙班教室","和平東路2段94號","龍淵里14~20","2735-6186轉303",
"1314","國立臺北教大實小4年丁班教室","和平東路2段94號","龍淵里21~26","2735-6186轉404",
"1315","國立臺北教大實小2年戊班教室","和平東路2段94號","龍淵里27~31","龍淵里全里","2735-6186轉205",
"1316","龍安國小3年2班教室","新生南路3段33號","龍門里1~5","龍門里全里","2363-2077轉730-736",
"1317","龍安國小3年4班教室","新生南路3段33號","龍門里7~10","2363-2077轉730-736",
"1318","龍安國小3年5班教室","新生南路3段33號","龍門里6、11~13","2363-2077轉730-736",
"1319","真理堂","新生南路3段86號","大學里1、2、4、7","2363-2096轉122林主任",
"1320","懷恩堂(樂民館)","新生南路3段90號B1","大學里3、5、11、24","大學里全里","2362-5321轉122唐小姐",
"1321","臺電輸變電工程處北區施工處第2工務段停車場","羅斯福路3段283巷30號","大學里8~10、22~23","2322-9925",
"1322","信友堂停車場","羅斯福路3段283巷19弄11號","大學里12~14、20~21","2363-1035轉226",
"1323","辛亥區民活動中心","辛亥路1段臨141號","大學里6、15~19","2351-1711轉8205",
"1324","大安國小4年8班教室","臥龍街129號","芳和里1~5","2732-2332",
"1325","大安國小1年6班教室","臥龍街129號","芳和里6~12","芳和里全里","2732-2332",
"1326","大安國小1年5班教室","臥龍街129號","芳和里13~16","2732-2332",
"1327","大安國小1年4班教室","臥龍街129號","芳和里17~21","2732-2332",
"1328","大安國小1年1班教室","臥龍街129號","黎元里1~5","黎元里全里","2732-2332",
"1329","大安國小1年2班教室","臥龍街129號","黎元里6~10","2732-2332",
"1330","大安國小1年3班教室","臥龍街129號","黎元里11~15","2732-2332",
"1331","芳和國中童軍教室","臥龍街170號","黎元里16~19","2732-1961",
"1332","海巡署人員研習中心餐廳1","臥龍街240之2號","黎孝里1~5","2377-3065",
"1333","海巡署人員研習中心餐廳2","臥龍街240之2號","黎孝里19~24","2377-3065",
"1334","海巡署人員研習中心會客室","臥龍街240之2號","黎孝里12~15","黎孝里全里","2377-3065",
"1335","基督教臺北福音堂","安居街35巷14號","黎孝里9~11、16、18","2732-8273",
"1336","育樂幼兒園","和平東路3段308巷40號","黎孝里6~8、17","2735-5304",
"1337","基督教信義會和平教會","富陽街113號","黎和里1~3、5、8、11","2735-4281",
"1338","黎和里民活動場所","臥龍街286號","黎和里7、9~10、12","2377-2353",
"1339","都市更新案籌備處","臥龍街296-1號","黎和里4、6、13~16","黎和里全里","2735-6559",
"1340","建安里民活動場所","敦化南路1段161巷69弄5號","建安里1~6","建安里全里","2771-6279",
"1341","建安里民活動場所車庫","敦化南路1段161巷69弄5號","建安里7~11、19~20","2771-6279",
"1342","中華基督教行道會臺北教會","忠孝東路4段181巷17號","建安里12~18","2721-3242",
"1343","仁愛國中8年25班教室","仁愛路4段130號","建倫里1~5","建倫里全里","2325-5823",
"1344","仁愛國中8年23班教室","仁愛路4段130號","建倫里6~12","2325-5823",
"1345","仁愛國中8年22班教室","仁愛路4段130號","建倫里13~18","2325-5823",
"1346","仁愛國中8年20班教室","仁愛路4段130號","建倫里19~24","2325-5823",
"1347","仁愛國小6年1班教室","安和路1段60號","敦安里1~5、8","2709-5010",
"1348","仁愛國小3年2班教室","安和路1段60號","敦安里6~7、9~11","2709-5010",
"1349","仁愛國小3年4班教室","安和路1段60號","敦安里12~14、16~17","敦安里全里","2709-5010",
"1350","仁愛國小3年5班教室","安和路1段60號","敦安里15、18~21","2709-5010",
"1351","光復國小1年9班教室","光復南路271號","正聲里1~6、16","正聲里全里","2758-5076",
"1352","光復國小1年10班教室","光復南路271號","正聲里7~11","2758-5076",
"1353","光復國小1年11班教室","光復南路271號","正聲里12~15","2758-5076",
"1354","仁愛國小1年2班教室","安和路1段60號","敦煌里1~5","2709-5010",
"1355","仁愛國小1年4班教室","安和路1段60號","敦煌里6~11","2709-5010",
"1356","仁愛國小1年6班教室","安和路1段60號","敦煌里12~16","敦煌里全里","2709-5010",
"1357","仁愛國小1年8班教室","安和路1段60號","敦煌里17~21","2709-5010",
"1358","光復國小1年5班教室","光復南路271號","華聲里1~6","華聲里全里","2758-5076",
"1359","光復國小1年6班教室","光復南路271號","華聲里7~12","2758-5076",
"1360","光復國小1年7班教室","光復南路271號","華聲里13~18","2758-5076",
"1361","光復國小1年1班教室","光復南路271號","車層里1~6","車層里全里","2758-5076",
"1362","光復國小1年2班教室","光復南路271號","車層里7~12","2758-5076",
"1363","光復國小1年3班教室","光復南路271號","車層里13~19","2758-5076",
"1364","光復國小1年4班教室","光復南路271號","車層里20~26","2758-5076",
"1365","仁愛世貿大樓","仁愛路4段376號","光信里1~3、9~11、18","2706-6610",
"1366","光信區民活動中心","延吉街236巷17號2樓","光信里19~26","光信里全里","23511711轉8205",
"1367","光目華福德幼兒園","延吉街241巷2弄11號","光信里4~5、12~15","2701-9399",
"1368","何嘉仁延吉幼兒園","延吉街250號","光信里6、16、27~28","2708-6092",
"1369","曉星幼兒園","延吉街254號","光信里7~8、17、29~30","2703-3211",
"1370","民族國中體健教室","羅斯福路4段113巷13號","學府里1~5","學府里全里","2732-2935轉213",
"1371","空軍退員宿舍（芳蘭山莊）","基隆路3段155巷148號","學府里6~9、15","2733-0381",
"1372","聯勤公館退員宿舍","基隆路3段155巷61號","學府里10~14、16~17","2732-2322",
"1373","景美國小2年3班教室","景文街108號","景行里1、3-6","29322151",
"1374","景美國小2年2班教室","景文街108號","景行里7-14","29322151",
"1375","景美國小1年2班教室","景文街108號","景行里15-20","景行里全里","29322151",
"1376","景美國小1年4班教室","景文街108號","景行里2、21-23","29322151",
"1377","景美國中綜合活動教室","景中街27號","景東里1-4、24-25","89353130",
"1378","景興國小2年6班教室(105)","景華街150巷21號","景東里5-8、10-12","29329438",
"1379","景興國小1年5班教室(111)","景華街150巷21號","景東里9、13-16、26","景東里全里","29329438",
"1380","景興國小英語教室(113)","景華街150巷21號","景東里17-23","29329438",
"1381","滬江中學信義樓101教室","羅斯福路6段336號","景美里1-5","86631122",
"1382","滬江中學信義樓103教室","羅斯福路6段336號","景美里6-12","景美里全里","86631122",
"1383","滬江中學嵩慶樓104教室","羅斯福路6段336號","景美里13-17","86631122",
"1384","溪口國小鄉土教室(一)","景福街225號","景慶里1-7","29350955",
"1385","溪口國小1年2班教室","景福街225號","景慶里8-13","29350955",
"1386","溪口國小1年4班教室","景福街225號","景慶里14-19","景慶里全里","29350955",
"1387","溪口國小2年2班教室","景福街225號","景慶里20-26","29350955",
"1388","溪口國小2年4班教室","景福街225號","景仁里1-6","29350955",
"1389","志清國小1年4班教室","景福街21巷5號","景仁里7-10、12","景仁里全里","29323875",
"1390","志清國小2年1班教室","景福街21巷5號","景仁里11、13-15","29323875",
"1391","景美國中輔導教室","景中街27號","景華里1-6","景華里全里","89353130",
"1392","景美國中會議室(一)","景中街27號","景華里7、9-12","89353130",
"1393","景興國中702教室","景興路46巷2號","景華里8、13-17","29323794",
"1394","景興國中704教室","景興路46巷2號","景華里18-24","29323794",
"1395","臺電臺北供電區營運處單身宿舍1樓","景隆街35號","萬有里1-8","萬有里全里","23675969",
"1396","景興國中713教室","景興路46巷2號","萬有里9-16","29323794",
"1397","景興國中711教室","景興路46巷2號","萬有里17-23","29323794",
"1398","武功國小511教室","興隆路1段68號","萬祥里1-7","29314360",
"1399","武功國小512教室","興隆路1段68號","萬祥里8-15","29314360",
"1400","武功國小513教室","興隆路1段68號","萬祥里16-21","萬祥里全里","29314360",
"1401","萬隆里里民活動場所","羅斯福路5段218巷9弄3號","萬隆里1-3、5-7","89316961",
"1402","志清國小1年1班教室","景福街21巷5號","萬隆里4、8-11","29323875",
"1403","志清國小1年2班教室","景福街21巷5號","萬隆里12-16","萬隆里全里","29323875",
"1404","志清國小1年3班教室","景福街21巷5號","萬隆里17-22","29323875",
"1405","志清國小多功能教室","景福街21巷5號","萬隆里23-29","29323875",
"1406","萬福國小1樓交通安全教室(C101)","羅斯福路5段170巷32號","萬年里1-3、5、7","29353123-132",
"1407","萬福國小1樓閱讀教室(C102)","羅斯福路5段170巷32號","萬年里4、6、8、11","29353123-132",
"1408","萬福國小1年1班教室(C103)","羅斯福路5段170巷32號","萬年里9、10、12-14","29353123-132",
"1409","萬福國小1年2班教室(C104)","羅斯福路5段170巷32號","萬年里15-20","萬年里全里","29353123-132",
"1410","萬福國小D101教室","羅斯福路五段170巷32號","萬和里1-7","29353123",
"1411","萬福國小D102教室","羅斯福路五段170巷32號","萬和里8-14","萬和里全里","29353123",
"1412","武功國小音樂教室(611)","興隆路1段68號","萬盛里1-7","29314360",
"1413","武功國小活動室(514)","興隆路1段68號","萬盛里8-15","萬盛里全里","29314360",
"1414","武功國小活動室(515)","興隆路1段68號","萬盛里16-22","29314360",
"1415","靜心中小學3年信班教室","興隆路2段46號","興豐里1-7","29323118-163","29355795",
"1416","靜心中小學3年義班教室","興隆路2段46號","興豐里8-13","29323118-163","29355795",
"1417","靜心中小學幼兒園活動區","興隆路2段46號","興豐里14-20","興豐里全里","29323118-163","29355795",
"1418","興德國小生活學習教室1","興隆路2段235號","興邦里1-6","29329431",
"1419","興德國小生活學習教室2","興隆路2段235號","興邦里7-11、18","興邦里全里","29329431",
"1420","興德國小英語教室B","興隆路2段235號","興邦里12-17","29329431",
"1421","興華國小6年2班教室","興隆路3段125巷6號","興光里1-8","興光里全里","22393070",
"1422","興華國小6年3班教室","興隆路3段125巷6號","興光里9-17","22393070",
"1423","興家社區停車場A11、A12","興隆路3段207巷7弄11號地下室","興家里1-3、13、25-26","22304327","0910121013",
"1424","興家社區停車場C1、C2","興隆路3段207巷13弄11號地下室","興家里4-6、8-10","22304327","0910121013",
"1425","興隆社區停車場C1、C2、C2-1","興隆路3段185巷9弄1號地下室","興家里7、14、27-30","22301555",
"1426",""家家社區 媽媽教室"","興隆路3段221巷4弄6號地下室","興家里11-12、15-20","興家里全里","22307463",
"1427","興隆宮","興隆路3段229巷臨5之2號","興家里21-24","22307585","22307837","0953419708",
"1428","中國科技大學格致樓左川堂","興隆路3段56號","興得里1-8","興得里全里","29313416",
"1429","中國科技大學格致樓右川堂","興隆路3段56號","興得里9-16","29313416",
"1430","文山運動中心4樓社區教室","興隆路3段222號","興得里17、19、21-23、25","22308268",
"1431","興得閱覽室","興隆路3段304巷145號","興得里18、20、24、26-27","29365522",
"1432","興隆國小1年1班教室","福興路2號","興業里1-6","29323131",
"1433","興隆國小1年2班教室","福興路2號","興業里7-11","29323131",
"1434","興隆國小1年3班教室","福興路2號","興業里12-17","29323131",
"1435","興隆國小1年4班教室","福興路2號","興業里18-23","興業里全里","29323131",
"1436","景興國小1年3班教室(103)","景華街150巷21號","興安里1-3、21-23","興安里全里","29329438",
"1437","中華衛理公會平安堂","仙岩路16巷37號","興安里4-11","29342105",
"1438","中華衛理公會神學院","仙岩路22巷33號","興安里16、18-20、24-26","29342105",
"1439","興安宮","仙岩路16巷64號","興安里12-15、17、27-29","86632817",
"1440","靜心中小學3年忠班教室","興隆路2段46號","興福里1-5","2932-3118",
"1441","靜心中小學3年孝班教室","興隆路2段46號","興福里6-12","興福里全里","2932-3118",
"1442","靜心中小學3年仁班教室","興隆路2段46號","興福里13-17","2932-3118",
"1443","靜心中小學3年愛班教室","興隆路2段46號","興福里18-23","2932-3118",
"1444",""興福國中 合作社"","福興路80號","興旺里1-6","興旺里全里","29324794","29322024",
"1445",""興福國中 資源回收室"","福興路80號","興旺里7-13","29324794","29322024",
"1446",""興福國中 學輔中心一"","福興路80號","興旺里14-17","29324794","29322024",
"1447",""興福國中 學輔中心二"","福興路80號","興旺里18-21","29324794","29322024",
"1448",""興福國中 烹飪教室"","福興路80號","興旺里22-24","29324794","29322025",
"1449","興隆國小2年1班教室","福興路2號","興泰里1-3","29323131",
"1450","興隆國小2年2班教室","福興路2號","興泰里4-7","29323131",
"1451","興隆國小2年3班教室","福興路2號","興泰里8-12","興泰里全里","29323131",
"1452","辛亥國小課輔教室一(S23)","辛亥路4段103號","興昌里1-4、11、21","29357282",
"1453","辛亥國小2年2班(N25)","辛亥路4段103號","興昌里9-10、12-15","29357282",
"1454","辛亥國小1年1班教室(N22)","辛亥路4段103號","興昌里16-20、22-25","29357282",
"1455","辛亥國小家長會辦公室(S25)","辛亥路4段103號","興昌里5-8","興昌里全里","29357282",
"1456","永建國小1年仁班教室(110教室)","試院路2號","試院里1-2、4-8","22363855",
"1457","世新管理學院1樓(博洋咖啡屋)","木柵路1段111號","試院里3、24-30","22368225",
"1458","早安綠莊社區活動中心","木柵路1段59巷4號旁","試院里16-23","試院里全里","22369559",
"1459","YMCA青年會1樓","和興路2號","試院里9-15","22362817",
"1460","中山小學2年民主班教室","木柵路1段292號","華興里25-30","29360935",
"1461","中山小學2年倫理班教室","木柵路1段292號","華興里7-8、15、19-20、24","29360935",
"1462","永建國小1年孝班教室（109）","試院路2號","華興里16、18、21-23","22363855",
"1463","永建國小2年仁班教室（105）","試院路2號","華興里9-14、17","22363855",
"1464","永建國小2年忠班教室（103）","試院路2號","華興里1-6","華興里全里","22363855",
"1465","安康社區希望工坊(一)","興隆路4段46巷2號","明義里1-7","29390404-233",
"1466","安康社區希望工坊(二)","興隆路4段46巷4號","明義里8-13","明義里全里","29390404-234",
"1467","安康社區服務站","興隆路4段105巷2號","明義里14-21","29390404-231",
"1468","明道國小美勞教室","木柵路2段138巷61號","明興里1-8","29392821",
"1469","明道國小1、2年信班教室","木柵路2段138巷61號","明興里9-17","29392821",
"1470","明道國小5、6年信班教室","木柵路2段138巷61號","明興里18-24","29392821",
"1471","明道國小感覺統合教室","木柵路2段138巷61號","明興里25-32","明興里全里","29392821",
"1472","木柵國小2年1班教室","木柵路3段191號","木柵里1-7","29391234",
"1473","木柵國小2年2班教室","木柵路3段191號","木柵里8-12","29391234",
"1474","木柵國小2年3班教室","木柵路3段191號","木柵里13-18、25","木柵里全里","29391234",
"1475","木柵國中童軍教室","木柵路3段102巷12號","木柵里26-33","29393031",
"1476","文山特殊教育學校手工藝實習教室","秀明路1段169號","木柵里19-24","86615183",
"1477","臺灣基督長老教會文山教會","開元街25號","木新里1-7","木新里全里","29393480",
"1478","景文高中勤勞樓101教室","保儀路127號","木新里8-15","29390310",
"1479","景文高中勤勞樓102教室","保儀路127號","木新里16-24","29390310",
"1480","景文高中勤勞樓103教室","保儀路127號","木新里25-30","29390310",
"1481","景文高中勤勞樓104教室","保儀路127號","木新里31-35","29390310",
"1482","忠順廟左方室","中崙路13號","順興里1-3、10-11、13","29394852",
"1483","忠順廟右方室","中崙路13號","順興里4-6、12、14","29394852",
"1484","順興里里民活動場所","忠順街2段90巷4號","順興里15、23-24、26","29392289",
"1485","伯大尼兒少家園會議室","保儀路129號","順興里7-8、16-17、25","29396396",
"1486","伯大尼兒少家園穿堂","保儀路129號","順興里9、18-22","順興里全里","29396396",
"1487","社會局老人自費安養中心〈長青樓活動中心-1〉","興隆路四段109巷30弄6號","忠順里2-4、9-11","忠順里全里","29393146",
"1488","社會局老人自費安養中心〈長青樓活動中心-2〉","興隆路四段109巷30弄6號","忠順里12-17","29393146",
"1489","忠順里里民活動場所","興隆路四段145巷30號","忠順里1、5-8","29399569",
"1490","實踐國中902教室","辛亥路7段67號","樟林里1-7","樟林里全里","22362852",
"1491","實踐國中901教室","辛亥路7段67號","樟林里8-13","22362852",
"1492","實踐國中904教室","辛亥路7段67號","樟林里14-19","22362852",
"1493","實踐國中711教室","辛亥路7段67號","樟林里20-25","22362852",
"1494","實踐國中712教室","辛亥路7段67號","樟林里26-31","22362852",
"1495","景美女中信義樓2年和班教室","木新路3段312號","樟新里","1-4、12","29368847",
"1496","景美女中信義樓2年義班","木新路3段312號","樟新里","6-9","29368847",
"1497","景美女中信義樓2年信班教室","木新路3段312號","樟新里","5、10-11、13-14","樟新里全里","29368847","",
"1498","景美女中信義樓2年愛班教室","木新路3段312號","樟新里","15-18","29368847","",
"1499","實踐國小多功能教室(二)","忠順街1段4號","樟文里1、6-7、9、11","29360725","",
"1500","實踐國小6年1班教室","忠順街1段4號","樟文里2-5、10、12","29360725","",
"1501","景美女中信義樓2年平班教室","木新路3段312號","樟文里8、13-15、17、22","29368847","",
"1502","景美女中信義樓2年溫班教室","木新路3段312號","樟文里16、18-21","樟文里全里","29368847","",
"1503","新工處南區工務所","恆光街47號","樟腳里1、3-7","29379440","",
"1504","力行國小1年1班教室","木新路3段155巷7號","樟腳里2、8-9、11","樟腳里全里",""2939327829363995"","",
"1505","力行國小1年2班教室","木新路3段155巷7號","樟腳里10、12-16",""2939327829363995"","",
"1506","力行國小1年4班教室","木新路3段155巷7號","樟樹里1-2、9-10、16","29393278","29363995",
"1507","實踐國小1年4班教室","忠順街1段4號","樟樹里3-8","29360725",
"1508","實踐國小1年2班教室","忠順街1段4號","樟樹里11-15","樟樹里全里","29360725",
"1509","木柵高工學生活動中心(一)","木柵路4段77號","萬芳里1-4、31-32","22300506-602",
"1510","萬芳國小川堂大廳(一)","萬和街1號","萬芳里5-10","22301232-31",
"1511","萬芳國小川堂大廳(二)","萬和街1號","萬芳里11-16","22301232-31",
"1512","萬芳區民活動中心","萬美街1段51號3樓","萬芳里17-23","29365522-210、231",
"1513","社團法人臺北市基督教萬芳浸信會","萬美街1段19巷5之1號","萬芳里24-30","萬芳里全里","22303518",
"1514","萬芳國小活動中心","萬美里8鄰萬和街1號","萬美里1-7","22301232",
"1515","萬芳國小美勞教室(三)","萬美里8鄰萬和街1號","萬美里8-15","22301232",
"1516","萬芳國小1年2班教室","萬美里8鄰萬和街1號","萬美里16-23","萬美里全里","22301232",
"1517","萬芳國小1年1班教室","萬美里8鄰萬和街1號","萬美里24-30","22301232",
"1518","博嘉國小餐廳","木柵路4段159巷14之1號","博嘉里1-6、20","博嘉里全里","22302585","22301524",
"1519","木柵高工活動中心(二)","木柵路4段77號","博嘉里7、17-19、21","22300506","22390605",
"1520","木柵高工圖書館閱覽室","木柵路4段77號","博嘉里8-11","22300506","22390605",
"1521","椰城公園旁空地","和平東路4段101巷4弄9號後方","博嘉里12-16","937073585",
"1522","萬興國小家長會辦公室","秀明路二段114號","萬興里1-7","29381721",
"1523","萬興國小1年1班教室","秀明路二段114號","萬興里8-13、15","萬興里全里","29381721",
"1524","萬興國小1年2班教室","秀明路二段114號","萬興里14、16-19","29381721",
"1525","萬興國小1年3班教室","秀明路二段114號","萬興里20-25","29323131",
"1526","萬興國小1年4班教室","秀明路二段114號","萬興里26-31","29381721",
"1527","政大附中chomsky教室","政大一街353號","政大里1-4、","19-21","82377500",
"1528","政大附中woolf教室","政大一街353號","政大里5-8","82377500",
"1529","政大附中李白教室","政大一街353號","政大里9-13","82377500",
"1530","政大附中蘇東坡教室","政大一街353號","政大里14-18","政大里全里","82377500",
"1531","政大實小1年忠班教室","指南路3段12號","指南里14-17","29393610",
"1532","政大實小1年孝班室教室","指南路3段12號","指南里1-3、11、13、18","指南里全里","29393610",
"1533","指南國小學生活動中心","指南路3段38巷5之2號","指南里4-10、12","29393546",
"1534","東山高中司機休息室","老泉街26巷3號","老泉里1-9","老泉里全里","29396002",
